Nama_File,Kelas,GLCM_Mean,GLCM_Contrast,GLCM_Homogeneity,GLCM_ASM,GLCM_Energy
9_processed (1).jpg,lines,0.08653736,8.48819,24.312433,589.2086,24.059132
9_processed (2).jpg,lines,0.017193317,3.7584991,24.69778,609.0687,24.594759
9_processed (3).jpg,lines,0.009513855,1.9175262,24.868282,618.09344,24.825165
exp1_num_249594 - Copy.png,lines,0.050302744,5.42572,24.664156,608.7367,24.584703
exp1_num_249594.png,lines,0.050302744,5.42572,24.664156,608.7367,24.584703
exp2_num_249619 - Copy.png,lines,0.05031705,5.0767517,24.637022,607.83264,24.555593
exp2_num_249619.png,lines,0.05031705,5.0767517,24.637022,607.83264,24.555593
exp3_num_249637 - Copy.png,lines,0.059878826,4.9404907,24.666824,608.51556,24.583834
exp3_num_249637.png,lines,0.059878826,4.9404907,24.666824,608.51556,24.583834
exp5_num_249786 - Copy.png,lines,0.049244165,5.0982666,24.653324,608.4295,24.57389
exp6_num_249821 - Copy.png,lines,0.063729286,5.0605774,24.651028,607.91425,24.566269
exp6_num_249821.png,lines,0.063729286,5.0605774,24.651028,607.91425,24.566269
VrMWW8ZS5aXoE_rkQg2XtkzOrwpF_i2Ksvz1XikiRHekyrtXOz35_Wszp3K7ySZe5fM08yYUh_tn6TiH3AdIFtxWYk8CFGvKhpR0JG7XUu-IWWtJql5OvdL6L-zO5UUL4nC4WZz05B77O3tBqM98UzVXsPbInXUsKnlBq7t531zEyE4sqn-OyPMt-Hdhb8Zy.jpg,lines,1.8438709,5.490677,22.302727,343.46518,17.99512
normal_ds (1).jpg,normal,1.6145942,16.819672,18.69096,223.38452,14.520872
normal_ds (10).jpg,normal,1.3396907,54.891403,13.423794,102.88681,10.050099
normal_ds (100).jpg,normal,0.7139032,9.069046,21.351318,300.9186,16.927265
normal_ds (101).jpg,normal,1.9744987,8.032486,21.07357,244.73022,15.283073
normal_ds (102).jpg,normal,1.5837727,11.997742,19.59375,281.71375,16.23975
normal_ds (103).jpg,normal,1.8643816,11.172806,19.890495,295.42767,16.647923
normal_ds (104).jpg,normal,2.1572263,6.7811127,21.617409,378.48242,18.953772
normal_ds (105).jpg,normal,1.7069421,7.915497,21.075027,322.76263,17.552156
normal_ds (106).jpg,normal,1.568311,12.475418,19.324608,245.1919,15.380165
normal_ds (107).jpg,normal,1.5053453,5.8350525,22.092087,335.68158,17.944586
normal_ds (108).jpg,normal,1.8408799,13.311203,19.195381,227.87592,14.716232
normal_ds (109).jpg,normal,1.6847878,15.95372,18.600685,213.16956,14.028982
normal_ds (11).jpg,normal,0.69802284,8.494003,21.307226,334.19214,17.927433
normal_ds (110).jpg,normal,2.327203,4.603546,23.131065,462.96518,21.15163
normal_ds (111).jpg,normal,2.2296803,7.0700073,21.607563,363.02008,18.543259
normal_ds (112).jpg,normal,1.7971199,4.977066,22.521996,368.3945,18.77132
normal_ds (113).jpg,normal,2.3422887,24.109451,17.719536,152.58774,11.979632
normal_ds (114).jpg,normal,1.3006234,13.043518,18.984894,227.19568,14.857489
normal_ds (115).jpg,normal,1.5221987,96.57149,13.717197,97.54852,8.892317
normal_ds (116).jpg,normal,1.7826376,65.08205,12.517719,62.601593,7.8407073
normal_ds (117).jpg,normal,2.0334432,25.537888,16.857174,137.2445,11.409537
normal_ds (118).jpg,normal,1.4722955,51.88762,14.030456,55.729156,7.4106216
normal_ds (119).jpg,normal,1.0411398,55.807587,14.057019,71.101685,8.354439
normal_ds (12).jpg,normal,0.70685816,8.622681,21.518661,315.6552,17.33707
normal_ds (120).jpg,normal,1.6332405,36.23532,15.893318,109.94653,10.053986
normal_ds (121).jpg,normal,1.6116521,35.42903,15.610945,104.97934,9.945524
normal_ds (122).jpg,normal,1.5532937,26.944061,18.115719,166.91806,12.22992
normal_ds (123).jpg,normal,2.353073,19.97528,17.434605,139.80469,11.678675
normal_ds (124).jpg,normal,1.987433,22.44075,18.134335,144.05536,11.595872
normal_ds (125).jpg,normal,1.5617023,17.96524,18.65779,88.15796,9.281393
normal_ds (126).jpg,normal,1.1984582,74.3342,12.769045,49.36975,6.96323
normal_ds (127).jpg,normal,0.5566001,77.69156,12.983719,72.48331,8.342039
normal_ds (128).jpg,normal,1.4875174,43.127518,14.928768,70.22418,8.140748
normal_ds (129).jpg,normal,0.29289198,3.3744965,23.35743,432.2755,20.321478
normal_ds (13).jpg,normal,1.4690013,12.925186,19.240715,216.30807,14.312796
normal_ds (130).jpg,normal,0.5080068,78.24901,15.379517,129.55539,10.6919365
normal_ds (131).jpg,normal,1.1298854,42.187225,15.488142,92.84921,9.348494
normal_ds (132).jpg,normal,0.93196034,38.433365,14.953628,83.49878,9.01746
normal_ds (133).jpg,normal,2.095451,5.6382904,22.886997,425.0928,19.926224
normal_ds (134).jpg,normal,1.4683971,20.845886,17.816418,164.43372,12.493972
normal_ds (135).jpg,normal,1.4683971,20.845886,17.816418,164.43372,12.493972
normal_ds (136).jpg,normal,1.234067,100.83577,11.641237,44.282654,6.6137466
normal_ds (137).jpg,normal,1.3087687,12.187454,19.812553,302.8423,16.79967
normal_ds (138).jpg,normal,1.6078656,96.06874,13.129666,99.99872,8.954931
normal_ds (139).jpg,normal,1.5036657,8.603851,21.153275,302.04294,16.818241
normal_ds (14).jpg,normal,0.8896613,11.78627,20.54095,298.6245,16.79967
normal_ds (140).jpg,normal,1.4248474,30.384018,18.057673,208.15839,13.580847
normal_ds (141).jpg,normal,1.6616421,28.711685,17.602526,118.363495,10.38079
normal_ds (142).jpg,normal,2.1118805,27.753906,16.13694,99.793945,9.890005
normal_ds (143).jpg,normal,1.5622294,0.044708252,24.977646,622.9025,24.956366
normal_ds (144).jpg,normal,1.7133894,23.637299,17.140158,112.33353,10.34884
normal_ds (145).jpg,normal,1.4305651,64.93123,14.778169,74.93558,8.36877
normal_ds (146).jpg,normal,2.0025651,3.8571625,23.111244,422.79385,20.080414
normal_ds (147).jpg,normal,1.2227769,79.95619,11.458193,48.31491,6.9155965
normal_ds (148).jpg,normal,1.2646034,17.608551,18.874268,203.531,13.602453
normal_ds (149).jpg,normal,1.6810715,8.342133,21.675547,322.61072,16.822268
normal_ds (15).jpg,normal,0.76273656,5.8589783,22.277443,408.19714,19.892122
normal_ds (150).jpg,normal,1.6787195,12.022949,19.779383,225.6481,14.712143
normal_ds (151).jpg,normal,0.7292583,38.665573,15.221229,85.16733,8.87194
normal_ds (152).jpg,normal,1.1973588,42.08313,13.63422,73.76306,8.54376
normal_ds (153).jpg,normal,2.701629,2.5791473,23.710426,528.85645,22.667679
normal_ds (154).jpg,normal,1.7015986,101.550415,12.141537,48.23239,6.8745637
normal_ds (155).jpg,normal,0.85779953,25.843674,17.286613,79.842255,8.800576
normal_ds (156).jpg,normal,1.507273,13.996887,19.595707,227.98721,14.357235
normal_ds (157).jpg,normal,2.4989347,11.765762,19.281364,189.26096,13.661354
normal_ds (158).jpg,normal,1.8380153,28.631805,17.000423,146.94473,11.57159
normal_ds (159).jpg,normal,0.7791631,28.15651,15.880494,117.25043,10.658495
normal_ds (16).jpg,normal,0.3539896,9.48143,20.784157,280.99124,16.200996
normal_ds (160).jpg,normal,1.6053267,41.716812,14.589409,65.69595,8.0412
normal_ds (161).jpg,normal,2.2833529,9.76561,20.585854,194.87354,13.686489
normal_ds (162).jpg,normal,2.4754157,17.08664,18.504734,171.9801,12.792488
normal_ds (163).jpg,normal,2.642128,6.2252197,22.149652,328.5322,17.89341
normal_ds (164).jpg,normal,1.1555843,71.7124,12.712156,55.232574,7.3102903
normal_ds (165).jpg,normal,0.97847867,84.83975,12.6032915,59.64508,7.532465
normal_ds (166).jpg,normal,2.1001554,92.71492,12.5506,69.4834,8.097752
normal_ds (167).jpg,normal,1.4048526,91.94513,11.4908905,49.696625,6.9889245
normal_ds (168).jpg,normal,1.2895758,92.21718,11.469101,48.557526,6.9249797
normal_ds (169).jpg,normal,1.2465966,81.78989,12.008038,58.11905,7.5092907
normal_ds (17).jpg,normal,1.5264571,13.955414,19.354828,229.38171,14.828283
normal_ds (170).jpg,normal,2.0411472,58.316757,13.141867,64.360596,7.9241
normal_ds (171).jpg,normal,1.80526,9.821121,20.589684,186.58551,13.538561
normal_ds (172).jpg,normal,2.4160812,8.353317,21.268745,278.19412,16.206064
normal_ds (173).jpg,normal,1.7334294,16.10994,18.879406,218.29626,14.376968
normal_ds (174).jpg,normal,1.7944577,23.905243,17.177689,177.66235,12.992879
normal_ds (175).jpg,normal,1.1687722,75.548294,12.46077,53.101166,7.2357464
normal_ds (176).jpg,normal,1.1687722,75.548294,12.46077,53.101166,7.2357464
normal_ds (177).jpg,normal,1.2602277,17.82634,18.490467,186.57782,13.150583
normal_ds (178).jpg,normal,2.1364172,4.048813,22.975594,469.79785,21.19513
normal_ds (179).jpg,normal,1.3092291,95.84822,10.367946,59.404266,7.66258
normal_ds (18).jpg,normal,0.46030045,5.722351,22.138824,410.50638,19.690014
normal_ds (180).jpg,normal,1.6030045,8.976212,20.700127,235.80261,15.071076
normal_ds (181).jpg,normal,2.71855,1.9035339,24.048233,539.8019,23.145483
normal_ds (182).jpg,normal,1.1712232,42.116837,16.557734,106.57895,9.83763
normal_ds (183).jpg,normal,1.880872,2.896698,23.553024,498.84888,22.006653
normal_ds (184).jpg,normal,2.3455415,12.5698395,19.558922,166.51831,12.71726
normal_ds (185).jpg,normal,1.9004135,29.124542,16.42317,113.53204,10.355407
normal_ds (186).jpg,normal,1.7806067,6.7627106,21.730888,374.5479,18.954617
normal_ds (187).jpg,normal,1.3052917,44.50917,14.472355,110.964325,10.425795
normal_ds (188).jpg,normal,1.919831,8.257889,20.902092,318.469,17.406462
normal_ds (189).jpg,normal,1.6128623,8.183197,21.047379,283.51437,16.432026
normal_ds (19).jpg,normal,1.1374986,8.632919,21.0829,325.12827,17.548668
normal_ds (190).jpg,normal,2.1732671,11.238998,19.434425,197.5907,13.970528
normal_ds (191).jpg,normal,1.5248129,11.426788,19.692093,235.97366,15.023373
normal_ds (192).jpg,normal,1.751044,8.421234,20.920212,247.51517,15.411105
normal_ds (193).jpg,normal,1.0387452,15.333832,19.16172,243.6206,15.242631
normal_ds (194).jpg,normal,1.6413605,10.021698,20.242569,238.47363,15.107341
normal_ds (195).jpg,normal,1.7886679,4.3050995,22.848824,457.6595,20.949095
normal_ds (196).jpg,normal,1.8060844,9.604919,20.37918,234.45407,14.996197
normal_ds (197).jpg,normal,1.6908638,11.791916,19.504824,208.09564,14.143837
normal_ds (198).jpg,normal,0.8827555,16.096268,19.39265,215.01285,14.284868
normal_ds (199).jpg,normal,1.1225443,16.895966,20.176706,275.5539,16.241816
normal_ds (2).jpg,normal,0.9768293,28.690216,16.811075,171.7716,12.763796
normal_ds (20).jpg,normal,1.7561321,11.736954,20.09602,283.61234,16.350245
normal_ds (200).jpg,normal,0.58227515,8.08902,21.359833,340.4059,18.010174
normal_ds (201).jpg,normal,1.0342968,9.207108,20.802063,287.8306,16.586864
normal_ds (202).jpg,normal,1.5904202,14.029785,19.514645,242.22336,15.205315
normal_ds (203).jpg,normal,1.1282449,44.66623,14.730054,124.36981,10.919615
normal_ds (204).jpg,normal,2.1187828,10.250504,20.630957,327.5533,17.412624
normal_ds (205).jpg,normal,0.7811787,17.691895,20.274078,233.87134,14.912376
normal_ds (206).jpg,normal,0.6033859,6.3074036,22.218994,400.97714,19.60293
normal_ds (207).jpg,normal,0.56123734,4.188614,22.908531,433.76346,20.37693
normal_ds (208).jpg,normal,1.6130528,15.003967,19.445831,248.0664,15.347135
normal_ds (209).jpg,normal,1.0059509,13.091156,19.901236,253.72195,15.577181
normal_ds (21).jpg,normal,1.0399661,14.891556,19.24435,247.19238,15.370438
normal_ds (210).jpg,normal,1.1136489,17.249603,18.914948,144.42975,11.791688
normal_ds (211).jpg,normal,2.0326705,15.445038,18.885258,221.1236,14.540185
normal_ds (212).jpg,normal,0.8412049,10.927536,20.887503,263.38367,16.011442
normal_ds (213).jpg,normal,1.3548281,18.649368,18.31218,196.1417,13.72669
normal_ds (214).jpg,normal,1.3599167,52.049515,13.674055,105.629456,10.167107
normal_ds (215).jpg,normal,0.86300135,9.608704,21.182587,338.1979,17.937363
normal_ds (216).jpg,normal,0.6541686,17.440384,19.95382,251.32791,15.483551
normal_ds (217).jpg,normal,0.879004,10.909592,20.775705,312.7903,17.208912
normal_ds (218).jpg,normal,1.6830516,11.599808,20.18751,279.14835,16.250336
normal_ds (219).jpg,normal,0.88078403,10.689728,20.808895,313.93756,17.212776
normal_ds (22).jpg,normal,0.59741926,5.8351135,22.452648,418.98508,20.062973
normal_ds (220).jpg,normal,1.0180166,11.696884,20.838333,313.55692,17.334269
normal_ds (23).jpg,normal,0.6880846,8.892166,21.128292,322.20593,17.589682
normal_ds (24).jpg,normal,1.7998133,19.773117,17.960114,169.83084,12.773213
normal_ds (25).jpg,normal,0.7125282,7.3355865,21.849468,376.7723,18.94329
normal_ds (26).jpg,normal,0.77897286,7.200836,21.762405,381.77817,19.234749
normal_ds (27).jpg,normal,1.8011608,17.6557,18.148117,186.03406,13.402798
normal_ds (28).jpg,normal,0.6890676,8.39827,21.335716,357.8061,18.50829
normal_ds (29).jpg,normal,0.869025,9.660843,21.068844,324.9827,17.586418
normal_ds (3).jpg,normal,0.6692648,7.272156,21.62201,363.70444,18.673973
normal_ds (30).jpg,normal,1.2730656,17.640472,18.905506,238.29501,14.934109
normal_ds (31).jpg,normal,0.6071031,9.209549,21.047928,312.0496,17.248867
normal_ds (32).jpg,normal,0.6949496,8.392502,21.531528,319.5056,17.451399
normal_ds (33).jpg,normal,0.8782387,10.988037,20.846973,316.49472,17.319363
normal_ds (34).jpg,normal,1.2471142,8.076187,20.981865,285.79932,16.590546
normal_ds (35).jpg,normal,0.82954645,10.671783,20.929636,268.46753,16.156738
normal_ds (36).jpg,normal,2.2293825,6.2848206,22.048386,362.07938,18.567936
normal_ds (37).jpg,normal,0.75092626,9.207245,21.215725,330.2638,17.685684
normal_ds (38).jpg,normal,1.0982447,17.334488,18.9594,150.31503,12.034872
normal_ds (39).jpg,normal,1.6594846,14.338852,19.36454,204.58902,14.028968
normal_ds (4).jpg,normal,1.748801,10.384125,19.943802,325.179,17.6394
normal_ds (40).jpg,normal,0.6037059,7.1104126,21.940298,379.10074,19.002079
normal_ds (41).jpg,normal,1.6267972,16.053268,18.876469,184.04895,13.232958
normal_ds (42).jpg,normal,0.45101285,5.390167,22.307663,424.91104,20.066326
normal_ds (43).jpg,normal,0.7536862,9.365967,21.245363,328.27338,17.63453
normal_ds (44).jpg,normal,0.67598414,6.7058563,21.829063,374.7107,18.992218
normal_ds (45).jpg,normal,1.6988451,20.467499,18.299377,179.01184,13.122623
normal_ds (46).jpg,normal,0.59039855,7.7857513,21.459991,343.99747,18.10846
normal_ds (47).jpg,normal,1.059324,13.748413,19.610493,262.45715,15.858599
normal_ds (48).jpg,normal,1.0675781,14.707687,19.358051,252.47617,15.561273
normal_ds (49).jpg,normal,1.7656052,12.843063,19.621437,204.69495,14.051371
normal_ds (5).jpg,normal,1.0882757,8.62439,21.134033,332.78128,17.7469
normal_ds (50).jpg,normal,0.59961987,6.189148,22.245846,404.6858,19.690598
normal_ds (51).jpg,normal,1.0925407,16.76529,19.255579,171.16061,12.788171
normal_ds (52).jpg,normal,1.8757455,17.895874,18.354984,193.30884,13.676517
normal_ds (53).jpg,normal,0.7877381,7.5074463,21.7444,380.84436,19.232063
normal_ds (54).jpg,normal,1.1281817,17.277359,18.963406,149.48175,12.00687
normal_ds (55).jpg,normal,0.81622744,9.95076,21.11421,277.1682,16.403378
normal_ds (56).jpg,normal,1.4472871,23.507935,17.36654,184.53268,13.19931
normal_ds (57).jpg,normal,0.78381944,7.169388,21.813103,385.29343,19.326029
normal_ds (58).jpg,normal,0.69727325,8.991104,21.16211,348.34976,18.273193
normal_ds (59).jpg,normal,0.86739755,9.677368,21.093866,332.18637,17.75755
normal_ds (6).jpg,normal,0.5977783,9.115646,21.065823,319.73767,17.454475
normal_ds (60).jpg,normal,2.0760932,27.529129,16.340984,160.89236,12.484087
normal_ds (61).jpg,normal,1.045438,15.111847,19.171066,244.9526,15.30419
normal_ds (62).jpg,normal,0.87726235,15.348999,19.7859,249.37631,15.484419
normal_ds (63).jpg,normal,0.68759155,7.8814545,21.487637,348.2178,18.277681
normal_ds (64).jpg,normal,1.4532096,23.252304,16.994259,148.38495,11.990551
normal_ds (65).jpg,normal,0.6908736,9.381577,21.518967,377.23547,18.925177
normal_ds (66).jpg,normal,1.7126794,13.668182,19.233616,215.61514,14.430294
normal_ds (67).jpg,normal,1.1369538,9.406754,20.793243,309.65076,17.14426
normal_ds (68).jpg,normal,1.0346103,9.473251,20.530434,314.1158,17.269737
normal_ds (69).jpg,normal,1.1752241,9.39682,22.283438,417.35083,19.862152
normal_ds (7).jpg,normal,0.8507149,12.215912,20.455727,235.1384,15.109099
normal_ds (70).jpg,normal,1.7095222,11.129013,20.07499,251.90439,15.486347
normal_ds (71).jpg,normal,0.745811,8.828384,21.301704,335.72192,17.840595
normal_ds (72).jpg,normal,0.6978574,8.202072,21.344793,337.62393,18.00457
normal_ds (73).jpg,normal,1.558039,13.242264,19.390251,213.79431,14.260759
normal_ds (74).jpg,normal,2.1574445,7.0197906,21.653893,291.04617,16.780226
normal_ds (75).jpg,normal,0.5593178,4.046631,22.978058,439.5793,20.509407
normal_ds (76).jpg,normal,0.7929423,7.707382,21.656532,376.9217,19.11588
normal_ds (77).jpg,normal,1.9636436,13.2561035,19.304579,169.15073,12.797657
normal_ds (78).jpg,normal,1.2849355,11.016647,20.13546,265.40155,15.882409
normal_ds (79).jpg,normal,1.0813189,15.396194,19.323729,213.44308,14.3336735
normal_ds (8).jpg,normal,2.120986,6.7225494,21.799767,394.5655,19.331831
normal_ds (80).jpg,normal,2.1094503,7.3016815,21.396492,337.76654,17.868189
normal_ds (81).jpg,normal,1.6412656,12.683411,19.487488,222.50015,14.6526165
normal_ds (82).jpg,normal,1.7901583,7.410263,21.371407,282.7691,16.381783
normal_ds (83).jpg,normal,0.5986357,6.3680267,22.220692,402.60403,19.638983
normal_ds (84).jpg,normal,0.59693885,6.3711395,22.155815,398.03867,19.53918
normal_ds (85).jpg,normal,0.6930158,8.31102,21.345823,337.80807,18.00405
normal_ds (86).jpg,normal,2.2185783,7.083084,21.469353,315.10794,17.320183
normal_ds (87).jpg,normal,1.6678357,7.6179657,21.224068,287.94565,16.602383
normal_ds (88).jpg,normal,0.69908214,9.257568,21.066013,317.0718,17.469473
normal_ds (89).jpg,normal,1.9384964,5.0786285,22.477806,433.38492,20.441235
normal_ds (9).jpg,normal,1.1816828,9.595169,20.78252,305.79572,17.026066
normal_ds (90).jpg,normal,0.66851234,9.013428,21.026236,315.08627,17.398874
normal_ds (91).jpg,normal,0.6905427,7.441437,21.724325,362.29977,18.660534
normal_ds (92).jpg,normal,1.6657715,9.598175,20.297043,305.36212,17.04309
normal_ds (93).jpg,normal,0.80374885,20.716965,18.309425,236.42892,14.890452
normal_ds (94).jpg,normal,0.69033647,8.357452,21.30376,335.51352,17.945591
normal_ds (95).jpg,normal,2.0205128,4.0317535,22.984123,474.4544,21.337887
normal_ds (96).jpg,normal,1.5445583,10.424423,19.928505,271.77014,16.14336
normal_ds (97).jpg,normal,1.961484,12.665298,19.36901,215.94153,14.375631
normal_ds (98).jpg,normal,1.2747371,10.596481,20.242346,268.1138,15.96949
normal_ds (99).jpg,normal,1.5389531,11.5425415,19.971497,247.11856,15.177021
stain_ds (1).jpg,stain,2.1961665,3.3961792,23.50533,471.80634,21.25376
stain_ds (10).jpg,stain,0.49233675,4.6938477,23.53363,480.90115,21.345753
stain_ds (100).jpg,stain,2.281381,4.2012787,22.956528,475.9573,21.34848
stain_ds (101).jpg,stain,2.0743883,6.2564697,21.927338,412.1736,19.755314
stain_ds (102).jpg,stain,2.1833746,5.201782,22.498444,446.58527,20.581366
stain_ds (103).jpg,stain,1.6899362,5.9085846,22.07528,394.62796,19.40863
stain_ds (104).jpg,stain,1.7881439,5.794983,22.126495,403.13623,19.607903
stain_ds (105).jpg,stain,1.3300381,7.1213074,21.788992,391.35605,19.194954
stain_ds (106).jpg,stain,1.5077057,5.0052032,22.61074,436.52487,20.446747
stain_ds (107).jpg,stain,1.9477046,3.5011292,23.331009,494.43298,21.760448
stain_ds (108).jpg,stain,1.9480286,4.2397766,22.916733,458.81305,20.919363
stain_ds (109).jpg,stain,2.1002588,3.7307587,23.276382,482.22046,21.525013
stain_ds (11).jpg,stain,2.1215026,4.5812683,23.01284,415.9505,19.74503
stain_ds (110).jpg,stain,1.9575372,4.0861816,23.028671,464.953,21.074669
stain_ds (111).jpg,stain,2.1652985,2.6564484,23.763786,516.1474,22.38093
stain_ds (112).jpg,stain,1.3406014,2.0494843,23.988625,535.365,22.842861
stain_ds (113).jpg,stain,2.1135325,3.9366913,23.10598,458.5895,20.943356
stain_ds (114).jpg,stain,1.9351082,3.9034576,23.083008,459.3274,20.941685
stain_ds (115).jpg,stain,1.4636011,1.967392,24.01905,536.3402,22.926
stain_ds (116).jpg,stain,1.969495,2.5242462,23.797386,516.0084,22.289549
stain_ds (117).jpg,stain,1.9571917,4.053055,23.010551,449.00726,20.656317
stain_ds (118).jpg,stain,1.3308516,7.887665,21.148764,310.52542,17.24104
stain_ds (119).jpg,stain,1.8085909,6.7274323,21.839342,369.87592,18.720222
stain_ds (12).jpg,stain,2.2616553,2.4069672,23.893105,479.4017,21.44216
stain_ds (120).jpg,stain,1.7424653,6.5587006,21.837934,376.75787,18.867172
stain_ds (121).jpg,stain,1.4067483,3.3417664,23.366653,483.00967,21.603806
stain_ds (122).jpg,stain,1.2258589,4.5161285,22.798882,433.53537,20.343424
stain_ds (123).jpg,stain,2.0725553,3.717682,23.19609,461.7599,21.050156
stain_ds (124).jpg,stain,1.8707471,10.104706,20.204361,253.86606,15.607116
stain_ds (125).jpg,stain,1.9311919,3.4776,23.333824,480.3346,21.422333
stain_ds (126).jpg,stain,1.9803333,4.952759,22.571594,424.70227,20.03822
stain_ds (127).jpg,stain,1.928055,5.1456757,22.522362,403.33493,19.520714
stain_ds (128).jpg,stain,1.7880406,4.140869,23.01416,458.71603,20.941463
stain_ds (129).jpg,stain,2.1990287,3.309311,23.478096,490.9208,21.776524
stain_ds (13).jpg,stain,1.2570508,8.096008,21.572538,358.0709,18.09628
stain_ds (130).jpg,stain,1.9319975,4.2786865,22.877594,441.84082,20.472904
stain_ds (131).jpg,stain,1.9336832,4.6726837,22.688126,422.5698,20.029034
stain_ds (132).jpg,stain,2.1564648,4.7611847,23.01809,467.57108,21.031559
stain_ds (133).jpg,stain,1.9599142,3.973816,23.041122,456.73312,20.885593
stain_ds (134).jpg,stain,1.9499996,4.3640747,22.84726,448.6004,20.69519
stain_ds (135).jpg,stain,2.15492,2.7809143,23.613663,502.9022,22.051258
stain_ds (136).jpg,stain,2.2649133,2.654419,23.691101,486.17654,21.701986
stain_ds (137).jpg,stain,2.234606,3.840973,23.155083,483.3425,21.498096
stain_ds (138).jpg,stain,2.1533508,4.247223,22.904625,466.62225,21.139992
stain_ds (139).jpg,stain,2.1328988,5.129318,22.507944,441.44028,20.51702
stain_ds (14).jpg,stain,2.23409,18.21614,18.035683,176.77042,12.960272
stain_ds (140).jpg,stain,1.9490559,4.5468903,22.7884,439.32724,20.498737
stain_ds (141).jpg,stain,1.6916833,4.477829,22.77665,447.44202,20.677526
stain_ds (142).jpg,stain,2.095738,7.5798492,21.24408,346.61673,18.164412
stain_ds (143).jpg,stain,1.9442065,6.8623047,21.593422,373.3711,18.793144
stain_ds (144).jpg,stain,1.7966838,6.43985,21.821625,359.79846,18.46939
stain_ds (145).jpg,stain,2.2356703,4.6987457,22.714386,464.0729,21.090073
stain_ds (146).jpg,stain,1.785924,10.933319,19.883163,288.06683,16.550179
stain_ds (147).jpg,stain,2.1251724,5.064621,22.573051,434.2255,20.317694
stain_ds (148).jpg,stain,1.6842093,10.417038,20.217056,287.36084,16.475431
stain_ds (149).jpg,stain,1.7078874,7.3144073,21.616173,382.71,18.931656
stain_ds (15).jpg,stain,1.9632585,30.158676,16.06708,104.46405,10.01763
stain_ds (150).jpg,stain,1.3461921,8.0464325,21.227676,343.90775,18.04136
stain_ds (151).jpg,stain,1.8479729,19.61116,18.12656,227.95908,14.560385
stain_ds (152).jpg,stain,2.03001,11.518219,19.627647,270.60553,16.008131
stain_ds (153).jpg,stain,2.0218952,16.336807,18.3185,203.17203,13.988008
stain_ds (154).jpg,stain,1.8256507,6.1563416,22.18737,369.53506,18.648726
stain_ds (155).jpg,stain,2.089499,8.110138,21.332832,285.13083,16.438082
stain_ds (156).jpg,stain,2.059509,8.592133,21.172684,280.42673,16.209534
stain_ds (157).jpg,stain,1.8204601,6.695221,21.982422,347.41992,18.077486
stain_ds (158).jpg,stain,2.0292222,9.527527,20.746908,224.14899,14.653924
stain_ds (159).jpg,stain,2.0682528,7.410095,21.512934,293.34225,16.65368
stain_ds (16).jpg,stain,2.12859,8.551483,21.750061,367.54657,18.36101
stain_ds (160).jpg,stain,1.8735445,10.884308,20.13604,294.12512,16.647293
stain_ds (161).jpg,stain,1.8294759,9.606384,20.661621,324.38074,17.53087
stain_ds (162).jpg,stain,2.0349708,16.15384,18.238369,194.82971,13.742554
stain_ds (163).jpg,stain,1.806911,15.328262,18.656431,204.08734,14.0346
stain_ds (164).jpg,stain,1.8707957,10.3069,20.456106,310.27133,17.126701
stain_ds (165).jpg,stain,1.9690535,15.3428955,18.506584,214.07635,14.353588
stain_ds (166).jpg,stain,1.7694795,15.901794,18.393705,212.86963,14.310613
stain_ds (167).jpg,stain,2.1838272,5.293747,22.59478,436.71902,20.401278
stain_ds (168).jpg,stain,1.779227,19.439163,17.992592,209.25119,14.051582
stain_ds (169).jpg,stain,2.1300485,17.083145,18.583183,212.38513,14.189108
stain_ds (17).jpg,stain,2.0623615,20.113144,20.141155,314.179,16.59931
stain_ds (170).jpg,stain,1.770936,14.142044,19.337347,233.96054,14.833595
stain_ds (171).jpg,stain,2.18576,12.463577,19.754183,263.24774,15.837471
stain_ds (172).jpg,stain,2.3172073,9.106842,20.944122,323.3778,17.59578
stain_ds (173).jpg,stain,1.7774963,17.214905,18.73183,203.48825,13.908756
stain_ds (174).jpg,stain,1.6349268,20.224686,18.002182,192.5484,13.512009
stain_ds (175).jpg,stain,2.1834784,14.162399,19.433813,256.73703,15.46488
stain_ds (176).jpg,stain,2.0301487,14.636368,19.174677,231.11276,14.746309
stain_ds (177).jpg,stain,1.1581421,14.111984,19.714977,261.31885,15.785072
stain_ds (178).jpg,stain,1.5291653,18.289368,18.227285,191.84918,13.614653
stain_ds (179).jpg,stain,2.294127,6.627533,23.042759,464.58487,21.00319
stain_ds (18).jpg,stain,2.0306106,9.078537,21.212812,312.46228,16.971289
stain_ds (180).jpg,stain,2.5642326,2.9190216,23.579033,444.23862,20.650324
stain_ds (181).jpg,stain,2.5642326,2.9190216,23.579033,444.23862,20.650324
stain_ds (182).jpg,stain,2.5642326,2.9190216,23.579033,444.23862,20.650324
stain_ds (183).jpg,stain,2.3455787,4.9327087,22.795837,426.29706,20.070738
stain_ds (184).jpg,stain,1.5631597,7.6077423,22.261656,382.66873,18.81084
stain_ds (185).jpg,stain,1.9189742,6.799713,21.920597,344.48972,18.047668
stain_ds (186).jpg,stain,1.6890664,10.165482,19.990318,206.66388,14.229542
stain_ds (187).jpg,stain,2.1937478,23.46138,17.993553,143.99493,11.710114
stain_ds (188).jpg,stain,2.2916858,7.2916107,21.984713,367.83658,18.54866
stain_ds (189).jpg,stain,2.054564,3.5899963,23.69308,508.59702,22.082096
stain_ds (19).jpg,stain,1.288208,10.523636,20.836105,316.72116,16.928343
